B_PDB	IU_DELG	IB_DELG	IU_AVG_DELG	IB_AVG_DELG	I_SUM_DELTAE	I_AVG_DELTAE	ICOUNT	U_PDB	NU_DELG	NB_DELG	NU_AVG_DELG	NB_AVG_DELG	N_SUM_DELTAE	N_AVG_DELTAE	NCOUNT
5EX7	32.20552513079283	24.186422230016586	1.2882210052317131	0.9674568892006634	8.01910290077624	0.3207641160310496	25	5EX7	188.30918877327196	194.0634555562292	1.0884924206547513	1.1217540783597064	-5.754266782957227	-0.033261657704955074	173
1G1X	20.422329742732895	19.087479124492	1.2013135142784055	1.122792889676	1.3348506182408995	0.07852062460240584	17	1G1X	75.41905065211388	55.22307042104109	1.1091036860604984	0.8121039767800161	20.195980231072788	0.2969997092804822	68
2OZB	12.715096577667204	14.899381312420267	0.7946935361042002	0.9312113320262667	-2.184284734753063	-0.13651779592206645	16	2OZB	74.51224689419027	71.98985739835919	0.9314030861773783	0.8998732174794899	2.5223894958310673	0.03152986869788834	80
3A6P	46.257793821558664	50.17847369891614	0.8410507967556121	0.912335885434839	-3.920679877357483	-0.07128508867922696	55	3A6P	773.4134875624079	774.6368443896736	1.0243887252482224	1.0260090654167862	-1.22335682726575	-0.0016203401685639073	755
3IEV	30.76694289581046	29.816577327490958	0.9924820288971116	0.9618250750803534	0.9503655683195107	0.030656953816758408	31	3IEV	187.84017796366876	179.41185885396936	0.9207851860964155	0.8794698963429871	8.428319109699364	0.041315289753428255	204
3ZC0	42.211144254492616	40.30716047418468	0.9176335707498395	0.8762426190040147	1.9039837803079498	0.041390951745824994	46	3ZC0	1193.002900690683	1285.2493799702258	1.0364925288363884	1.11663716765441	-92.24647927954268	-0.08014463881802145	1151
5WTK	121.15818695860861	119.03712094353678	1.2363080301898837	1.2146644994238447	2.1210660150718406	0.021643530766039188	98	5WTK	827.4548329358681	771.2790319278002	1.0887563591261422	1.0148408314839477	56.17580100806793	0.07391552764219464	760
5LTA	49.83517883456143	45.88207643970015	1.060322953926839	0.9762143923340457	3.9531023948612827	0.08410856159279324	47	5LTA	563.3700039126236	565.6939853322469	1.0875868801402	1.0920733307572335	-2.3239814196235127	-0.004486450617033808	518
5WTY	64.51099643859004	57.791887915549445	1.2405960853575009	1.1113824599144124	6.719108523040601	0.12921362544308848	52	5WTY	403.38475309260366	417.80674648993386	1.0059470151935253	1.0419120860098101	-14.421993397330212	-0.03596507081628482	401
5GXH	42.35866136316128	46.86969152648042	1.2458429812694494	1.37852033901413	-4.511030163319135	-0.13267735774468045	34	5GXH	509.48822824416277	497.20857909136066	1.0149167893310016	0.9904553368353798	12.279649152802186	0.024461452495621885	502
5T8Y	9.499603865695281	11.698149425043889	0.730738758899637	0.8998576480802991	-2.1985455593486045	-0.1691188891806619	13	5T8Y	299.9872422586027	307.67171578066586	1.0203647695870839	1.046502434628115	-7.68447352206312	-0.026137665041031023	294
5B63	47.98224479281888	51.112142610701554	0.9996300998503934	1.0648363043896156	-3.1298978178826697	-0.06520620453922228	48	5B63	404.2063768862495	437.28798870403733	1.015593911774496	1.0987135394573802	-33.08161181778777	-0.08311962768288383	398
5SZE	10.13482626558947	9.434848077586219	1.126091807287719	1.0483164530651354	0.6999781880032508	0.07777535422258343	9	5SZE	58.46745403297775	54.21669384628956	1.103159510056184	1.0229564876658408	4.250760186688183	0.08020302239034308	53
5V7C	24.953241664473005	23.961983205981404	1.4678377449690003	1.409528423881259	0.9912584584915971	0.058309321087741006	17	5V7C	129.92835729922464	136.2213985241802	1.2992835729922465	1.3622139852418018	-6.293041224955571	-0.06293041224955571	100
5W0M	25.281315930485995	27.934455472111175	0.9029041403744998	0.9976591240039705	-2.653139541625184	-0.09475498362947087	28	5W0M	250.58579097926486	262.10312132280103	1.0397750663040035	1.0875648187668092	-11.517330343536187	-0.04778975246280576	241
5WT1	87.82736072188827	79.71006781640149	1.3511901649521272	1.226308735636946	8.11729290548676	0.12488142931518093	65	5WT1	195.8025699313896	201.4371293492644	0.9235970279782528	0.9501751384399265	-5.634559417874861	-0.026578110461673875	212
5WWX	16.783868282569724	15.082843751878652	0.9324371268094291	0.8379357639932584	1.7010245306910723	0.09450136281617068	18	5WWX	42.97274143200489	39.134457934721205	0.8769947231021405	0.798662406831045	3.8382834972836877	0.07833231627109567	49
5X6B	20.169152098320428	17.303201385130702	1.1864207116659076	1.0178353755959237	2.865950713189727	0.16858533606998394	17	5X6B	689.6040474972089	676.6489250553691	1.0928748771746575	1.0723437798024866	12.955122441839745	0.02053109737217075	631
5ZQ8	39.87126053517843	44.82612254489218	1.1726841333876008	1.318415368967417	-4.954862009713759	-0.14573123557981643	34	5ZQ8	351.5426098271941	343.6552011189549	1.0369988490477702	1.0137321566930824	7.887408708239258	0.023266692354688076	339
5ZSC	30.53841229556265	20.348390507998484	1.3277570563288108	0.8847126307825428	10.190021787564163	0.44304442554626794	23	5ZSC	688.1365331087601	671.3133402540103	1.0652268314377091	1.03918473723531	16.823192854749774	0.02604209420239903	646
5ZW4	5.9118498131351425	7.382356829906666	0.8445499733050204	1.0546224042723809	-1.4705070167715237	-0.21007243096736053	7	5ZW4	169.38223527613985	160.31842798204542	1.0652970772084267	1.008291999887078	9.06380729409442	0.05700507732134856	159
6A4E	15.224833620380927	13.111916923427444	1.014988908025395	0.8741277948951629	2.112916696953481	0.14086111313023206	15	6A4E	132.1328436143511	113.33335929164824	1.0242856094135744	0.8785531728034747	18.799484322702856	0.14573243661009966	129
6A6J	22.977921474472595	18.560180821484117	1.5318614316315062	1.2373453880989411	4.417740652988479	0.2945160435325652	15	6A6J	50.054503953230586	42.57896865902415	1.0010900790646118	0.8515793731804829	7.475535294206441	0.14951070588412882	50
6DCB	6.507520702742168	6.504094097990416	0.9296458146774526	0.9291562997129166	0.0034266047517533815	0.0004895149645361974	7	6DCB	172.1317499173153	172.276614110588	1.08258962212148	1.0835007176766542	-0.14486419327266997	-0.000911095555174025	159
6FQ3	20.599123292677138	24.38732127864336	1.0299561646338569	1.219366063932168	-3.7881979859662165	-0.1894098992983108	20	6FQ3	293.24790076382385	299.63396397468125	1.16831832973635	1.1937608126481325	-6.3860632108574755	-0.02544248291178277	251
6GC5	30.862555341282505	35.99434149330092	1.4696454924420241	1.7140162615857581	-5.131786152018416	-0.24437076914373407	21	6GC5	43.663782553729575	46.63394097751233	1.0915945638432394	1.1658485244378083	-2.9701584237827454	-0.07425396059456864	40
6HAU	19.709928514856067	28.72993252145576	1.3139952343237378	1.9153288347637172	-9.020004006599688	-0.6013336004399792	15	6HAU	436.214122815727	433.3500823043963	0.9846819928120248	0.9782168900776441	2.8640405113307263	0.0064651027343808724	443
6I0V	26.502258060417486	21.738271779894042	0.9465092164434816	0.7763668492819301	4.763986280523444	0.17014236716155157	28	6I0V	258.176392802276	294.8035113418982	1.0757349700094834	1.2283479639245758	-36.627118539622195	-0.15261299391509248	240
6L1W	34.198096455248184	31.425088679084592	1.3679238582099273	1.2570035471633836	2.773007776163591	0.11092031104654364	25	6L1W	143.80971823538425	144.19220108136528	0.9338293391908068	0.9363129940348395	-0.3824828459810359	-0.0024836548440327006	154
6L5N	24.322062813237327	21.32156794373509	1.280108569117754	1.122187786512373	3.0004948695022415	0.15792078260538114	19	6L5N	263.5361304411132	244.90603854534837	1.0136005016965892	0.9419463020974937	18.63009189576483	0.07165419959909551	260
6LLB	44.83116639852892	42.558214710853946	0.9538546042240196	0.905493930018169	2.2729516876749845	0.04836067420585073	47	6LLB	282.4621080624562	289.3740650027818	0.9640344985066764	0.9876247952313372	-6.911956940325631	-0.023590296724660856	293
6LT7	55.18835065467262	47.16275589585661	0.9047270599126659	0.7731599327189609	8.025594758816005	0.131567127193705	61	6LT7	91.33054565332155	95.03700892572955	0.9716015495034207	1.0110320098481866	-3.7064632724079845	-0.03943046034476579	94
6LVR	19.976547018992562	20.573635794917497	1.1750910011172095	1.2102138702892644	-0.5970887759249364	-0.03512286917205508	17	6LVR	137.60568932019459	137.51755319459375	1.0118065391190778	1.0111584793720128	0.0881361256008164	0.0006480597470648265	136
6PZQ	11.921588453983286	13.882151508804668	1.1921588453983287	1.3882151508804668	-1.9605630548213817	-0.19605630548213818	10	6PZQ	251.96170844490845	229.38245309513124	0.9195682789960162	0.8371622375734716	22.579255349777206	0.08240604142254455	274
6R9P	27.330690809674024	22.713556369983998	1.6076876946867074	1.3360915511755294	4.617134439690028	0.2715961435111781	17	6R9P	546.9032509053268	574.5604070194158	1.0619480600103433	1.115651275765856	-27.65715611408896	-0.05370321575551254	515
6RTI	30.299676278727596	28.188695027185297	0.9774089122170192	0.9093127428124289	2.110981251542297	0.06809616940459022	31	6RTI	597.149543657362	560.6270005351595	1.2287027647270823	1.153553499043538	36.522543122202364	0.07514926568354396	486
6SY4	25.079318096142675	22.65053873292747	1.003172723845707	0.9060215493170988	2.428779363215206	0.09715117452860823	25	6SY4	249.69209484605233	262.8734963341062	0.967798817232761	1.0188895206748303	-13.181401488053893	-0.051090703442069355	258
6U6Y	79.66607081495145	69.63573537505367	1.6258381798969683	1.4211374566337485	10.030335439897776	0.20470072326321992	49	6U6Y	700.7310439837817	682.4300033957556	1.0847229783030676	1.056393194111077	18.301040588026094	0.028329784191990857	646
6U9X	42.250274671267285	46.42450967705669	1.0833403761863407	1.1903720430014535	-4.174235005789389	-0.10703166681511253	39	6U9X	192.45325242903164	199.73384852867525	1.0934843888013162	1.1348514120947457	-7.280596099643626	-0.04136702329342969	176
6ZOT	3.168726243942222	2.9966847219223887	0.7921815609855555	0.7491711804805972	0.17204152201983358	0.043010380504958395	4	6ZOT	131.1098488889408	127.50997614439136	1.0659337308043968	1.036666472718629	3.5998727445494496	0.029267258085767883	123
6WXY	44.19666247723284	50.9996669554709	1.077967377493484	1.2438943159870952	-6.8030044782380585	-0.16592693849361118	41	6WXY	682.6522058161028	665.0097855830674	1.1209395826208584	1.0919700912694046	17.642420233035438	0.02896949135145392	609
6ZDP	23.43087759155389	31.576651025947104	0.9011875996751496	1.2144865779210425	-8.14577343439321	-0.3132989782458927	26	6ZDP	584.8091664851204	610.8705506746859	1.0691209624956497	1.116765174908018	-26.0613841895655	-0.047644212412368374	547
7C45	52.3231293249663	53.1530190687404	1.1891620301128705	1.2080231606531908	-0.8298897437741038	-0.018861130540320542	44	7C45	156.6430521390892	169.46713200670206	0.8606761106543362	0.9311380879489124	-12.824079867612838	-0.07046197729457603	182
7DOL	40.386250795834776	37.210793606848746	0.9850305072154824	0.9075803318743597	3.175457188986032	0.07745017534112272	41	7DOL	471.8089026547352	455.1781043157237	1.0602447250668208	1.0228721445297162	16.630798339011527	0.03737258053710456	445
7E8O	12.568882044776203	8.92503548125128	0.8977772889125859	0.6375025343750914	3.64384656352492	0.26027475453749427	14	7E8O	329.8609572911372	325.09860626779516	1.02124135384253	1.0064972330272297	4.762351023342012	0.014744120815300346	323
7EIU	34.24519437260847	38.32329294789311	1.6307235415527845	1.8249187118044337	-4.078098575284623	-0.19419517025164873	21	7EIU	95.92490401849572	99.82918982879106	0.9404402354754483	0.9787175473410888	-3.904285810295328	-0.03827731186564047	102
7K5L	11.704180232674299	12.616603728122193	1.4630225290842873	1.5770754660152742	-0.9124234954478951	-0.11405293693098689	8	7K5L	94.68980931186879	91.74842973269708	1.0405473550754811	1.0082245025571108	2.941379579171711	0.03232285251837045	91
7K98	130.45247637859487	141.89036760670294	1.1149784305862809	1.2127381846726746	-11.437891228108102	-0.09775975408639404	117	7K98	1369.1426049873885	1403.5362855088672	0.9109398569443703	0.9338232105847419	-34.393680521478615	-0.022883353640371668	1503
7KFN	28.25833885427546	23.804153862910663	0.831127613361043	0.7001221724385489	4.454184991364806	0.1310054409224943	34	7KFN	527.7733170010097	546.0716004592714	1.0033713250969765	1.0381589362343562	-18.298283458261785	-0.03478761113737982	526
7KKV	13.147144705557857	16.406423205295788	0.821696544097366	1.0254014503309867	-3.259278499737931	-0.2037049062336207	16	7KKV	53.91049434425747	54.44571022939603	0.945798146390482	0.9551878987613338	-0.5352158851385703	-0.00938975237085211	57
7KL3	23.801004893649097	23.80366434314533	1.1900502446824548	1.1901832171572664	-0.002659449496230315	-0.00013297247481151576	20	7KL3	136.0358352903589	138.37357296288133	1.07964948643142	1.0982029600228678	-2.337737672522437	-0.018553473591447912	126
7L6T	16.392125234114808	27.04960544660173	0.7127010971354264	1.1760698020261622	-10.657480212486924	-0.46336870489073584	23	7L6T	232.600924959849	233.94064349926626	1.0430534751562737	1.0490611816110595	-1.3397185394172197	-0.006007706454785738	223
7MJW	36.6813921389246	32.052703570671476	0.9913889767276919	0.8662892856938237	4.628688568253129	0.12509969103386837	37	7MJW	299.20828027767016	322.77347567609877	0.9178168106676998	0.9901026861230023	-23.56519539842862	-0.07228587545530252	326
7OG0	14.45059007721684	11.6907182944377	1.60562111969076	1.2989686993819667	2.7598717827791397	0.3066524203087933	9	7OG0	409.70321035010136	429.34954564159284	1.0559361091497457	1.106570993921631	-19.64633529149144	-0.05063488477188515	388
7OM6	59.693591442447115	56.1498700756201	1.0853380262263113	1.020906728647638	3.543721366827009	0.06443129757867289	55	7OM6	432.1079733836199	442.9504125456408	0.9843006227417309	1.0089986618351727	-10.842439162020897	-0.02469803909344168	439
7P0V	10.63366183722511	12.859237426412752	0.8861384864354259	1.0716031188677293	-2.2255755891876396	-0.1854646324323033	12	7P0V	49.30470095922705	64.58609859635742	0.8649947536706499	1.133089449058902	-15.281397637130366	-0.26809469538825204	57
7V4G	29.099598031070354	35.40897906666627	1.3227090014122889	1.6094990484848304	-6.309381035595917	-0.2867900470725417	22	7V4G	150.37445947113667	161.90843173894564	1.0370652377319771	1.116609874061694	-11.533972267808943	-0.07954463632971685	145
7XD8	66.20931412791056	59.93390841848941	1.1823091808555457	1.0702483646158822	6.275405709421147	0.11206081623966334	56	7XD8	459.4514626673646	459.9766343370127	1.0371364845764437	1.038321973672715	-0.5251716696480839	-0.0011854890962710697	443
7VSJ	19.73971258071183	24.523554011622785	1.409979470050845	1.7516824294016275	-4.783841430910952	-0.34170295935078226	14	7VSJ	114.23490111451576	104.6462911408148	1.0020605360922437	0.9179499222878491	9.588609973700978	0.08411061380439454	114
7VKI	16.69728284663542	16.066759561767526	1.8552536496261578	1.7851955068630585	0.6305232848678946	0.07005814276309939	9	7VKI	79.25465292709775	77.0920324503363	1.116262717283067	1.0858032739483987	2.1626204767615005	0.03045944333466902	71
7VKL	13.07771233317753	12.038849450792341	0.8173570208235956	0.7524280906745213	1.0388628823851882	0.06492893014907426	16	7VKL	106.27777940359587	110.2217101747338	0.9161877534792747	0.9501871566787397	-3.9439307711379334	-0.03399940319946494	116
7Y7Q	54.28680460606053	57.09696472493091	0.8482313219696958	0.8921400738270455	-2.8101601188703818	-0.043908751857349715	64	7Y7Q	1568.1809231862526	1551.0419171527294	1.1233387701907254	1.1110615452383448	17.139006033523184	0.012277224952380504	1396
8AF0	15.51616109327039	13.916106439471788	0.8620089496261328	0.7731170244150993	1.6000546537986042	0.08889192521103356	18	8AF0	194.69567841553445	186.8376976213333	1.1520454344114464	1.1055485066351083	7.857980794201146	0.04649692777633814	169
8DZK	23.01134618965996	29.07709619112996	1.150567309482998	1.453854809556498	-6.065750001470001	-0.3032875000735001	20	8DZK	313.1605678661285	318.2781164336697	1.1772953679177762	1.196534272307029	-5.117548567541293	-0.01923890438925298	266
8EDJ	45.01197549919942	38.29223454975033	1.8754989791333092	1.595509772906264	6.719740949449086	0.27998920622704526	24	8EDJ	291.2235698859244	318.3802712438767	1.0438120784441736	1.1411479256052928	-27.156701357952358	-0.09733584716111957	279
8H1B	23.417246851364126	21.82706147309461	1.1151069929221014	1.0393838796711719	1.5901853782695166	0.07572311325092936	21	8H1B	116.00207570324272	115.34239413867607	0.9431063065304287	0.9377430417778543	0.6596815645666745	0.005363264752574589	123
7YSE	44.068195844088585	36.831196478814256	1.129953739592015	0.9443896533029297	7.236999365274348	0.18556408628908583	39	7YSE	653.6867423560604	631.7404959556004	1.0912967318131226	1.0546585909108521	21.946246400460083	0.03663814090227059	599
7XWZ	14.2757497567229	15.766701841385546	1.42757497567229	1.5766701841385546	-1.4909520846626438	-0.1490952084662644	10	7XWZ	77.7967769833727	76.76271671098463	1.0236418024127987	1.0100357461971663	1.0340602723880834	0.013606056215632677	76
8AXF	201.1623510912464	185.71614673083744	1.0369193355218886	0.9572997254166878	15.446204360408938	0.07961961010520072	194	8AXF	720.624289717623	663.7267501228448	1.082018453029464	0.9965867118961633	56.89753959477815	0.08543174113330053	666
8JOZ	30.628950251295144	30.18732577954119	1.276206260470631	1.2578052408142162	0.4416244717539528	0.0184010196564147	24	8JOZ	151.2993825751096	158.95316672470722	0.9824635232149974	1.0321634202903065	-7.653784149597606	-0.049699897075309134	154
7ZLQ	12.499305127340739	8.853303250148942	1.0416087606117281	0.7377752708457451	3.6460018771917926	0.30383348976598273	12	7ZLQ	59.47229663161184	49.213745911624876	1.2928760137306923	1.0698640415570626	10.25855071998695	0.22301197217362934	46
8TG4	15.74321226512745	19.561859682460085	0.9839507665704657	1.2226162301537553	-3.8186474173326346	-0.23866546358328966	16	8TG4	109.64383961050258	113.37115753051307	0.8914133301666877	0.9217167278903502	-3.7273179200104956	-0.030303397723662567	123
